time,symbol,field,value
2023-01-20 20:24:00+00:00,MMM,Close,119.9499969482
2023-01-20 20:25:00+00:00,MMM,Close,119.9000015259
2023-01-20 20:26:00+00:00,MMM,Close,120.0500030518
2023-01-20 20:27:00+00:00,MMM,Close,120.0100021362
2023-01-20 20:28:00+00:00,MMM,Close,120.0950012207
2023-01-20 20:29:00+00:00,MMM,Close,120.0899963379
2023-01-20 20:30:00+00:00,MMM,Close,120.1800003052
2023-01-20 20:31:00+00:00,MMM,Close,120.1100006104
2023-01-20 20:32:00+00:00,MMM,Close,120.1900024414
2023-01-20 20:33:00+00:00,MMM,Close,120.0999984741
2023-01-20 20:34:00+00:00,MMM,Close,119.8899993896
2023-01-20 20:35:00+00:00,MMM,Close,119.7699966431
2023-01-20 20:36:00+00:00,MMM,Close,119.7399978638
2023-01-20 20:37:00+00:00,MMM,Close,119.8300018311
2023-01-20 20:38:00+00:00,MMM,Close,119.9649963379
2023-01-20 20:39:00+00:00,MMM,Close,119.9100036621
2023-01-20 20:40:00+00:00,MMM,Close,119.9100036621
2023-01-20 20:41:00+00:00,MMM,Close,120.0
2023-01-20 20:42:00+00:00,MMM,Close,119.9656982422
2023-01-20 20:43:00+00:00,MMM,Close,119.9199981689
2023-01-20 20:44:00+00:00,MMM,Close,119.9700012207
2023-01-20 20:45:00+00:00,MMM,Close,120.0100021362
2023-01-20 20:46:00+00:00,MMM,Close,120.0199966431
2023-01-20 20:47:00+00:00,MMM,Close,120.0500030518
2023-01-20 20:48:00+00:00,MMM,Close,120.0749969482
2023-01-20 20:49:00+00:00,MMM,Close,120.1100006104
2023-01-20 20:50:00+00:00,MMM,Close,120.2200012207
2023-01-20 20:51:00+00:00,MMM,Close,120.2300033569
2023-01-20 20:52:00+00:00,MMM,Close,120.3399963379
2023-01-20 20:53:00+00:00,MMM,Close,120.3799972534
2023-01-20 20:54:00+00:00,MMM,Close,120.4400024414
2023-01-20 20:55:00+00:00,MMM,Close,120.5500030518
2023-01-20 20:56:00+00:00,MMM,Close,120.5500030518
2023-01-20 20:57:00+00:00,MMM,Close,120.5699996948
2023-01-20 20:58:00+00:00,MMM,Close,120.5400009155
2023-01-20 20:59:00+00:00,MMM,Close,120.6600036621
2023-01-20 21:00:00+00:00,MMM,Close,120.6500015259
2023-01-20 14:30:00+00:00,MMM,High,118.5500030518
